"mg_acc","FSA","origin_date","property_type","purchase_price","amort_period","loan_size","interest_rate","TDS","default","Sample"
390520,"V0H",2018-05-16,"semi-detached/row/town-houses",390000,"25 years",292500,2.39,0.286303841341689,NA,"Holdout"
758637,"V0H",2016-03-19,"detached",664000,"30 years",517920,2.17,0.415654748151919,0,"Estimation"
126433,"V0H",2014-04-25,"detached",587000,"25 years",469600,2.51,0.419670925342097,NA,"Holdout"
837924,"V0H",2011-02-23,"detached",637000,"25 years",490490,1.21,0.246109841024316,0,"Estimation"
429978,"V0H",2018-04-26,"apartment",288000,"25 years",230400,2.05,0.181657770017375,0,"Estimation"
825720,"V0H",2017-11-04,"detached",547000,"25 years",426660,2.14,0.203857529496789,0,"Estimation"
932493,"V0H",2016-07-06,"detached",531000,"25 years",424800,1.96,0.266933868664102,0,"Estimation"
147682,"V0H",2018-05-17,"detached",534000,"30 years",427200,3.17,0.200083083002137,0,"Estimation"
784329,"V0H",2014-09-16,"detached",673000,"25 years",531670,1.37,0.420525432740951,0,"Estimation"
310997,"V0H",2017-06-17,"detached",642000,"30 years",494340,1.83,0.339038463285895,0,"Estimation"
774687,"V0H",2014-03-11,"apartment",3e+05,"25 years",240000,1.91,0.220179989143387,0,"Estimation"
161599,"V0H",2018-12-05,"detached",617000,"20 years",493600,2.65,0.240259222422445,0,"Estimation"
761569,"V0H",2013-09-23,"semi-detached/row/town-houses",479000,"30 years",383200,2.76,0.334455600262978,NA,"Holdout"
157625,"V0H",2018-10-23,"detached",483000,"25 years",386400,2.26,0.109305668695551,0,"Estimation"
803187,"V0H",2016-05-17,"detached",658000,"25 years",526400,1.92,0.417292185205975,0,"Estimation"
868242,"V0H",2013-12-21,"detached",728000,"25 years",575120,2.06,0.220935566656392,NA,"Holdout"
382168,"V0H",2011-06-24,"detached",577000,"25 years",432750,1.75,0.162548401351451,0,"Estimation"
278342,"V0H",2014-05-19,"semi-detached/row/town-houses",442000,"25 years",353600,3.02,0.307796133245015,0,"Validation"
514967,"V0H",2011-12-18,"detached",801000,"25 years",616770,1.88,0.383538942437353,NA,"Holdout"
206762,"V0H",2018-08-09,"detached",711000,"25 years",561690,1.68,0.33345751249183,1,"Estimation"
811150,"V0H",2013-06-29,"semi-detached/row/town-houses",292000,"25 years",233600,2.54,0.134243307832412,NA,"Holdout"
716362,"V0H",2016-11-04,"detached",644000,"25 years",502320,1.95,0.195221756241731,0,"Validation"
98227,"V0H",2014-01-25,"detached",847000,"25 years",652190,2.42,0.444964027899333,NA,"Holdout"
780694,"V0H",2014-02-08,"detached",708000,"25 years",566400,2.3,0.365434290970855,0,"Estimation"
952713,"V0H",2011-10-09,"detached",634000,"25 years",507200,2.31,0.179756995347947,NA,"Holdout"
550409,"V0H",2016-01-30,"apartment",310000,"25 years",248000,2.42,0.275184333761062,1,"Validation"
104673,"V0H",2017-11-20,"detached",472000,"25 years",372880,2.71,0.281534848931922,0,"Validation"
911182,"V0H",2015-12-14,"detached",609000,"25 years",481110,2.03,0.237202960102646,NA,"Holdout"
26997,"V0H",2018-08-28,"detached",472000,"30 years",368160,1.52,0.153145155657869,0,"Estimation"
339071,"V0H",2014-07-14,"detached",769000,"25 years",615200,2.03,0.375430052132834,1,"Estimation"
596851,"V0H",2015-06-28,"detached",562000,"30 years",432740,1.89,0.32440667237327,NA,"Holdout"
295688,"V0H",2015-02-20,"apartment",357000,"25 years",285600,1.72,0.135921295299201,0,"Estimation"
158235,"V0H",2014-01-05,"semi-detached/row/town-houses",468000,"25 years",351000,1.58,0.276607237540999,0,"Estimation"
329335,"V0H",2018-05-20,"detached",491000,"25 years",392800,2.4,0.105338163710147,NA,"Holdout"
23773,"V0H",2013-03-31,"detached",649000,"25 years",519200,1.83,0.1913729082093,0,"Estimation"
886607,"V0J",2016-02-04,"detached",265000,"25 years",212000,1.53,0.125535450086837,0,"Estimation"
931223,"V0J",2018-04-28,"detached",461000,"30 years",368800,2.65,0.254560456728596,1,"Estimation"
30958,"V0J",2018-08-27,"detached",347000,"30 years",277600,2.05,0.171279977593976,0,"Estimation"
357438,"V0J",2018-11-24,"detached",384000,"25 years",288000,1.56,0.20146293569384,0,"Validation"
142020,"V0J",2017-03-01,"detached",291000,"25 years",232800,2.01,0.185156249204273,0,"Estimation"
927902,"V0J",2018-04-15,"detached",317000,"25 years",253600,2.29,0.179521046277243,0,"Estimation"
300046,"V0J",2014-07-05,"detached",325000,"25 years",260000,2.11,0.146450076055906,0,"Validation"
981998,"V0J",2016-10-31,"apartment",201000,"25 years",158790,2.43,0.165043779114245,NA,"Holdout"
728784,"V0J",2014-11-13,"detached",278000,"25 years",219620,2.09,0.132483582694753,0,"Estimation"
34355,"V0J",2018-05-18,"detached",280000,"25 years",218400,1.95,0.0782206962222597,NA,"Holdout"
279380,"V0J",2016-01-28,"detached",337000,"25 years",262860,2.22,0.152644231020104,1,"Validation"
404383,"V0J",2014-07-08,"detached",460000,"25 years",368000,2.2,0.340270223450915,0,"Estimation"
857037,"V0J",2017-09-06,"detached",301000,"30 years",240800,2.17,0.185250405328009,NA,"Holdout"
521649,"V0J",2015-11-15,"detached",377000,"25 years",290290,2.21,0.297574596476013,0,"Validation"
978070,"V0J",2013-06-22,"detached",368000,"25 years",276000,1.22,0.217305816072591,1,"Estimation"
220945,"V0J",2018-12-11,"detached",309000,"20 years",241020,2.08,0.141521557148548,0,"Validation"
278853,"V0J",2018-01-17,"detached",397000,"25 years",313630,2.34,0.245915731052411,0,"Estimation"
740905,"V0J",2014-04-20,"detached",296000,"25 years",222000,2.03,0.175743834758501,0,"Estimation"
510026,"V0J",2018-12-03,"detached",334000,"25 years",263860,1.81,0.0749496776201968,NA,"Holdout"
864215,"V0J",2018-09-30,"detached",267000,"30 years",210930,1.78,0.130837245919942,0,"Estimation"
960357,"V0J",2018-10-09,"detached",385000,"25 years",292600,2.77,0.122169161211386,0,"Estimation"
596018,"V0J",2016-06-18,"detached",371000,"30 years",267120,2.5,0.164862985905094,NA,"Holdout"
56467,"V0J",2017-02-10,"detached",413000,"25 years",313880,2.03,0.232033949851263,0,"Estimation"
269186,"V0J",2018-08-14,"detached",335000,"25 years",257950,2.25,0.132176532014571,0,"Estimation"
103618,"V0J",2018-07-19,"detached",295000,"25 years",236000,2.49,0.173476631632201,NA,"Holdout"
740821,"V0J",2016-06-13,"detached",453000,"25 years",348810,2.98,0.198736302487876,NA,"Holdout"
19146,"V0J",2016-10-03,"detached",306000,"25 years",244800,2.53,0.189455420645616,0,"Validation"
416763,"V0J",2018-02-25,"detached",430000,"25 years",331100,1.88,0.169501845175397,0,"Estimation"
66629,"V0J",2017-06-05,"detached",4e+05,"25 years",320000,2.28,0.286398926595377,0,"Estimation"
700588,"V0J",2014-06-20,"detached",339000,"25 years",271200,2.39,0.103734648868849,0,"Validation"
196723,"V0J",2013-12-15,"detached",317000,"25 years",250430,2.35,0.0885081621495088,0,"Estimation"
199149,"V0J",2015-07-22,"semi-detached/row/town-houses",271000,"30 years",211380,2.65,0.24509679487379,0,"Validation"
380119,"V0J",2017-07-21,"detached",290000,"25 years",220400,2.92,0.104235716972668,0,"Validation"
466520,"V0J",2016-06-13,"detached",272000,"25 years",217600,2.34,0.0686209644067456,0,"Estimation"
750640,"V0J",2014-06-07,"semi-detached/row/town-houses",334000,"25 years",267200,1.29,0.15581455637717,NA,"Holdout"
787551,"V0J",2013-04-03,"detached",430000,"25 years",344000,2.17,0.294457544770782,NA,"Holdout"
298608,"V0J",2017-03-18,"detached",297000,"25 years",237600,2.07,0.0675851057336477,0,"Estimation"
35969,"V0J",2012-09-23,"detached",315000,"25 years",252000,1.55,0.248768013274794,NA,"Holdout"
240152,"V0J",2017-03-19,"detached",454000,"25 years",354120,2.29,0.191185616878108,0,"Estimation"
117824,"V0J",2018-11-09,"detached",424000,"25 years",330720,1.86,0.185212900808419,0,"Validation"
232562,"V0J",2018-01-30,"detached",276000,"25 years",220800,2.65,0.230380263458765,NA,"Holdout"
4086,"V0J",2018-02-06,"detached",329000,"25 years",263200,2.12,0.138662679564648,0,"Estimation"
724849,"V0J",2018-09-03,"semi-detached/row/town-houses",295000,"25 years",230100,1.42,0.173910722391134,0,"Estimation"
763693,"V0J",2016-04-08,"detached",355000,"25 years",280450,1.86,0.349157344191411,1,"Estimation"
28006,"V0J",2016-03-20,"apartment",260000,"30 years",208000,1.94,0.153071531692109,NA,"Holdout"
711551,"V0J",2015-09-21,"detached",308000,"30 years",246400,1.43,0.137768820546009,NA,"Holdout"
878803,"V0J",2018-05-08,"detached",270000,"25 years",210600,1.52,0.117911392185349,0,"Estimation"
446073,"V0J",2016-04-12,"detached",366000,"25 years",285480,2.43,0.217810340951895,0,"Estimation"
857423,"V0J",2016-03-31,"detached",281000,"25 years",224800,2.24,0.166553752927999,1,"Estimation"
332219,"V0J",2018-06-24,"apartment",236000,"25 years",188800,2,0.163562005583189,0,"Validation"
862232,"V0J",2015-12-07,"detached",289000,"25 years",225420,2.32,0.121698797015798,0,"Validation"
793853,"V0J",2018-10-20,"apartment",213000,"25 years",166140,1.72,0.15841604421102,1,"Estimation"
667686,"V0J",2017-07-15,"detached",453000,"25 years",339750,2.38,0.237322423674646,0,"Validation"
723232,"V0J",2016-11-29,"detached",385000,"30 years",292600,1.89,0.130169608984872,0,"Estimation"
93706,"V0J",2013-08-07,"detached",335000,"25 years",268000,2.83,0.0871907996378827,0,"Validation"
442273,"V0J",2013-04-21,"detached",424000,"25 years",330720,1.93,0.141028613483812,0,"Validation"
468637,"V0J",2017-07-01,"detached",284000,"25 years",227200,1.65,0.279371916960589,0,"Estimation"
18072,"V0J",2017-02-26,"detached",296000,"25 years",233840,1.75,0.279801575612962,NA,"Holdout"
409338,"V0J",2012-01-15,"detached",344000,"25 years",275200,3.14,0.267018517051313,0,"Estimation"
755894,"V0J",2014-02-26,"detached",309000,"25 years",247200,2.7,0.202676554339554,0,"Estimation"
636270,"V0J",2017-08-09,"detached",325000,"25 years",256750,2.52,0.160568331118659,0,"Estimation"
585414,"V0J",2015-04-18,"detached",265000,"20 years",206700,1.59,0.0878058182592757,NA,"Holdout"
923549,"V0J",2015-07-11,"detached",448000,"25 years",313600,2.7,0.297575438142483,0,"Validation"
717174,"V0J",2011-03-18,"detached",397000,"25 years",317600,2,0.121172785560352,0,"Estimation"
92708,"V0J",2016-04-08,"detached",309000,"25 years",231750,2.51,0.291139123162904,0,"Estimation"
4969,"V0J",2018-11-03,"semi-detached/row/town-houses",254000,"25 years",195580,2.09,0.179875978937667,0,"Estimation"
796187,"V0J",2014-06-12,"detached",340000,"25 years",268600,1.56,0.0666075928823209,0,"Estimation"
706295,"V0J",2018-11-28,"semi-detached/row/town-houses",3e+05,"25 years",234000,1.55,0.206316117316215,0,"Estimation"
850167,"V0J",2011-03-12,"detached",338000,"30 years",263640,2.15,0.255173796414815,NA,"Holdout"
897199,"V0J",2017-11-16,"detached",288000,"30 years",224640,3,0.133552998749432,NA,"Holdout"
197853,"V0J",2015-08-16,"detached",436000,"30 years",348800,2.76,0.265881701446244,0,"Estimation"
971174,"V0J",2018-06-10,"detached",322000,"25 years",241500,2.05,0.0915148491158455,0,"Validation"
340141,"V0J",2014-09-06,"detached",359000,"25 years",287200,1.91,0.165460682056894,0,"Validation"
691165,"V0J",2017-06-07,"detached",333000,"30 years",253080,1.61,0.174296098485626,0,"Estimation"
325795,"V0J",2016-01-16,"detached",401000,"25 years",320800,1.88,0.201474549421095,NA,"Holdout"
406951,"V0J",2018-01-04,"detached",388000,"30 years",310400,2.72,0.171765363353078,0,"Estimation"
817476,"V0J",2017-03-06,"detached",361000,"25 years",288800,1.94,0.242837268911367,0,"Estimation"
995845,"V0J",2018-07-13,"detached",294000,"25 years",235200,2.91,0.303464544512827,0,"Validation"
725657,"V0J",2015-03-19,"semi-detached/row/town-houses",346000,"30 years",269880,2.5,0.291885246977111,0,"Estimation"
752578,"V0J",2018-01-07,"detached",433000,"30 years",337740,2.69,0.120628643812885,0,"Estimation"
178659,"V0J",2016-07-02,"detached",261000,"25 years",208800,2.56,0.117834507083043,0,"Estimation"
299,"V0J",2015-08-26,"detached",257000,"20 years",205600,1.72,0.219000812798534,0,"Validation"
765813,"V0J",2018-11-01,"detached",429000,"25 years",338910,2.09,0.156036799126457,0,"Validation"
617990,"V0J",2011-02-27,"detached",357000,"25 years",285600,2.15,0.273093216846096,NA,"Holdout"
810652,"V0J",2017-04-15,"detached",298000,"25 years",223500,2.52,0.243480889345738,0,"Estimation"
564968,"V0J",2018-12-03,"detached",386000,"25 years",308800,1.77,0.154966111682929,0,"Validation"
680997,"V0J",2018-09-13,"detached",428000,"25 years",338120,1.55,0.286122023649218,0,"Estimation"
526570,"V0J",2018-09-05,"detached",304000,"25 years",240160,1.69,0.134006787956554,1,"Validation"
300081,"V0J",2018-10-10,"detached",289000,"25 years",222530,1.74,0.132637266098059,0,"Estimation"
89599,"V0J",2017-08-14,"detached",409000,"25 years",327200,2.3,0.126894186176736,NA,"Holdout"
590929,"V0K",2015-03-06,"detached",232000,"25 years",185600,2.26,0.182145167076663,0,"Estimation"
984644,"V0K",2015-03-19,"detached",3e+05,"25 years",240000,1.89,0.251927504807091,1,"Validation"
537452,"V0K",2018-01-30,"detached",254000,"30 years",203200,2.25,0.121498319207308,0,"Estimation"
855761,"V0K",2011-11-11,"detached",352000,"25 years",278080,1.51,0.101363893281736,0,"Estimation"
505929,"V0K",2011-05-02,"detached",203000,"25 years",154280,2.2,0.144451231641879,NA,"Holdout"
897000,"V0K",2018-05-30,"detached",345000,"25 years",276000,1.32,0.132666544765876,0,"Validation"
780970,"V0K",2018-10-09,"detached",211000,"25 years",168800,1.3,0.152681605436691,NA,"Holdout"
308468,"V0K",2014-08-16,"detached",354000,"25 years",261960,1.86,0.104806456564831,0,"Estimation"
357395,"V0K",2018-08-30,"detached",296000,"25 years",227920,2.92,0.117826556594843,0,"Validation"
770274,"V0K",2017-12-10,"detached",327000,"25 years",258330,2.41,0.234031340988837,0,"Validation"
344914,"V0K",2018-01-19,"detached",222000,"25 years",177600,1.79,0.0639347634278012,0,"Validation"
493022,"V0K",2016-09-18,"detached",318000,"25 years",254400,2.44,0.184488725652733,1,"Validation"
273074,"V0K",2013-01-12,"apartment",174000,"30 years",127020,2.12,0.146575415299594,1,"Validation"
841658,"V0K",2018-06-07,"detached",325000,"25 years",253500,1.98,0.153182921537428,0,"Estimation"
72700,"V0K",2012-10-28,"detached",276000,"25 years",220800,2.67,0.224025644803695,0,"Estimation"
532235,"V0K",2017-04-06,"detached",280000,"25 years",218400,2.72,0.280622171057854,0,"Estimation"
23124,"V0K",2018-04-09,"detached",324000,"25 years",259200,1.9,0.142165352754434,0,"Validation"
136511,"V0K",2015-03-04,"detached",335000,"25 years",268000,2.45,0.107845652947715,1,"Estimation"
186490,"V0K",2018-02-08,"detached",305000,"25 years",216550,1.86,0.205355938630765,NA,"Holdout"
246239,"V0K",2012-09-16,"detached",245000,"30 years",188650,1.95,0.14878496514259,0,"Estimation"
740154,"V0K",2014-04-04,"detached",326000,"25 years",260800,2.01,0.180899965190047,NA,"Holdout"
962478,"V0K",2011-09-19,"detached",247000,"30 years",197600,2.29,0.164565717160359,1,"Estimation"
54046,"V0K",2014-04-26,"detached",239000,"25 years",179250,1.92,0.0629641717754907,NA,"Holdout"
245534,"V0K",2016-10-25,"detached",214000,"25 years",169060,2.02,0.0624062317520806,NA,"Holdout"
948639,"V0K",2012-06-21,"detached",314000,"25 years",251200,2.68,0.10795024597491,NA,"Holdout"
474408,"V0K",2011-02-13,"detached",298000,"25 years",238400,1.74,0.0685585765525418,1,"Estimation"
494332,"V0K",2011-03-22,"detached",254000,"30 years",200660,1.95,0.144495623051745,NA,"Holdout"
920273,"V0K",2017-09-05,"detached",233000,"25 years",181740,2,0.131187428638664,0,"Estimation"
451251,"V0K",2017-11-12,"detached",198000,"25 years",158400,2.71,0.124568512987542,0,"Estimation"
344439,"V0K",2018-02-20,"apartment",198000,"25 years",158400,2.41,0.172314644842725,0,"Validation"
541099,"V0K",2014-12-14,"detached",246000,"20 years",196800,1.5,0.0908982904790245,NA,"Holdout"
144985,"V0K",2014-01-14,"detached",245000,"25 years",191100,1.6,0.167824447578373,NA,"Holdout"
721247,"V0K",2011-12-28,"apartment",201000,"25 years",150750,2.01,0.167802779564437,NA,"Holdout"
808525,"V0K",2012-07-09,"semi-detached/row/town-houses",297000,"30 years",237600,1.82,0.239766723977312,NA,"Holdout"
377831,"V0K",2018-01-22,"detached",205000,"25 years",161950,3.05,0.102464763423933,NA,"Holdout"
884341,"V0K",2018-06-08,"detached",310000,"25 years",244900,2,0.0787099833125015,0,"Validation"
14548,"V0K",2017-03-25,"detached",256000,"25 years",204800,2.02,0.133282967535782,0,"Estimation"
29484,"V0K",2012-08-28,"detached",272000,"25 years",212160,2.35,0.213517851455985,1,"Validation"
501020,"V0K",2016-12-22,"detached",345000,"25 years",269100,2.48,0.154570935521933,1,"Estimation"
70640,"V0K",2017-08-13,"detached",261000,"25 years",203580,2.52,0.210794589600103,0,"Validation"
934324,"V0K",2017-09-12,"detached",258000,"30 years",206400,2.48,0.20876919357407,0,"Estimation"
384140,"V0K",2016-12-13,"detached",239000,"25 years",181640,2.23,0.2373665703165,0,"Validation"
261527,"V0K",2014-06-19,"detached",271000,"30 years",216800,1.36,0.111100779521608,0,"Validation"
525183,"V0K",2013-06-06,"detached",283000,"25 years",223570,2.12,0.197038322031499,0,"Estimation"
243666,"V0K",2015-06-23,"detached",254000,"30 years",200660,2.37,0.225471252839546,NA,"Holdout"
247273,"V0K",2017-12-18,"detached",209000,"20 years",167200,2.11,0.138760877091719,0,"Estimation"
678239,"V0K",2015-10-11,"apartment",182000,"25 years",141960,3.4,0.196919958676941,0,"Estimation"
188872,"V0K",2016-05-31,"detached",312000,"25 years",246480,2.17,0.187714154329013,NA,"Holdout"
994766,"V0K",2016-04-08,"detached",240000,"25 years",192000,2.04,0.119766410300771,NA,"Holdout"
633468,"V0K",2018-08-21,"detached",231000,"25 years",182490,2.48,0.216492930252178,0,"Estimation"
657909,"V0K",2014-02-17,"detached",302000,"30 years",241600,1.72,0.212776970384218,0,"Estimation"
579668,"V0K",2012-03-07,"detached",316000,"25 years",246480,2.21,0.0823325064058226,0,"Estimation"
387370,"V0K",2018-10-31,"apartment",261000,"25 years",206190,1.7,0.233766230394278,0,"Estimation"
818076,"V0K",2015-06-14,"detached",211000,"25 years",168800,1.8,0.185528797629779,0,"Estimation"
856012,"V0K",2016-07-14,"detached",353000,"20 years",278870,1.82,0.13234489897544,0,"Estimation"
598889,"V0K",2013-03-07,"detached",285000,"30 years",228000,2.38,0.126975756226323,0,"Estimation"
105626,"V0L",2016-07-25,"detached",80000,"25 years",64000,2.46,0.075437497719762,0,"Validation"
